仿真时间,探测时戳,批号,目标真实ID,雷达传感器ID,搭载实体ID,目标类型,目标位置_经,目标位置_纬,目标位置_高,目标速度_X,目标速度_Y,目标速度_Z,目标高度,目标航向,航迹状态,航迹质量,属性,机型,架次,航班
805.1,805.1,1002,793,12974,12974,3,121.9846281,-28.06985092,-22406.24465,251.3289285,59.00855223,152.8128282,5011.603954,0,1,0,,不明,1,1
805.15,805.15,1002,793,12931,12931,3,121.984464,-28.06974185,-22406.92757,251.3292569,59.00802632,152.8124912,5013.47279,0,1,0,,不明,1,1
805.25,805.25,1005,805,12974,12974,3,121.9555165,-28.05168815,-69463.67211,265.0775378,130.5360577,51.90603604,5510.788704,0,1,0,,不明,1,1
805.25,805.25,1005,805,12938,12938,3,121.9555171,-28.05168856,-69463.89701,265.0775378,130.5360577,51.90603604,5510.852037,0,1,0,,不明,1,1
805.3,805.3,1004,799,12974,12974,3,121.7515987,-27.91460722,-26656.21561,259.7120968,149.0417681,18.33516176,5006.44164,0,1,0,,不明,1,1
805.3,805.3,1005,805,12931,12931,3,121.9553594,-28.05158375,-69470.08175,265.0778622,130.5355361,51.90569118,5511.021654,0,1,0,,不明,1,1
805.3,805.3,1004,799,12931,12931,3,121.751525,-27.91455767,-26645.86152,259.7120968,149.0417681,18.33516176,5010.181564,0,1,0,,不明,1,1
805.3,805.3,1004,799,12938,12938,3,121.7516238,-27.91462413,-26661.75687,259.7120968,149.0417681,18.33516176,5006.365548,0,1,0,,不明,1,1
805.6,805.6,1001,817,12974,12974,3,121.8283318,-27.96751549,-91697.646,266.4298573,105.086025,89.28638466,5620.132831,0,1,0,,不明,1,1
805.6,805.6,1001,817,12938,12938,3,121.8283432,-27.96752308,-91698.77833,266.4298573,105.086025,89.28638466,5619.79089,0,1,0,,不明,1,1
805.65,805.65,1001,817,12931,12931,3,121.8282021,-27.96742918,-91707.63692,266.4301795,105.0855039,89.28603648,5619.614431,0,1,0,,不明,1,1
809.6,809.6,1003,781,13058,13058,3,121.3873837,-27.67097736,-60819.13403,245.8220625,43.18866903,166.4519524,975.7487221,0,1,0,,不明,1,1
809.6,809.6,1003,781,13051,13051,3,121.3873255,-27.67096206,-61763.11956,245.8220625,43.18866903,166.4519524,36.08999055,0,1,0,,不明,1,1
809.7,809.7,1003,781,13030,13030,3,121.3871307,-27.67082208,-61421.73741,245.8227079,43.18761132,166.4512737,391.7793487,0,1,0,,不明,1,1
809.7,809.7,1003,781,13037,13037,3,121.3871268,-27.67081978,-61433.2051,245.8227079,43.18761132,166.4512737,380.3172308,0,1,0,,不明,1,1
809.75,809.75,1003,781,13044,13044,3,121.3870134,-27.67074301,-61419.69312,245.8230305,43.18708247,166.4509344,402.1482726,0,1,0,,不明,1,1
810.25,810.25,1001,817,13030,13030,3,121.8150879,-27.95878443,-95882.29822,266.4598203,105.0375523,89.25400156,2232.558682,0,1,0,,不明,1,1
810.25,810.25,1001,817,13044,13044,3,121.8150594,-27.95876455,-95848.22818,266.4598203,105.0375523,89.25400156,2264.645987,0,1,0,,不明,1,1
810.25,810.25,1001,817,13037,13037,3,121.8150765,-27.95877776,-95918.65707,266.4598203,105.0375523,89.25400156,2194.765929,0,1,0,,不明,1,1
810.45,810.45,1005,805,13030,13030,3,121.9402503,-28.04165109,-74204.97338,265.111271,130.4817976,51.87016983,1557.786423,0,1,0,,不明,1,1
810.45,810.45,1005,805,13044,13044,3,121.9402114,-28.04162441,-74174.51359,265.111271,130.4817976,51.87016983,1586.246377,0,1,0,,不明,1,1
810.45,810.45,1001,817,13051,13051,3,121.814761,-27.95859388,-96953.39142,266.4611087,105.0354673,89.25260864,1182.850015,0,1,0,,不明,1,1
810.45,810.45,1005,805,13037,13037,3,121.9401931,-28.04161393,-74238.44185,265.111271,130.4817976,51.87016983,1524.034846,0,1,0,,不明,1,1
810.45,810.45,1001,817,13058,13058,3,121.8142473,-27.95813666,-92523.85573,266.4611087,105.0354673,89.25260864,5618.855461,0,1,0,,不明,1,1
810.55,810.55,1001,817,13065,13065,3,121.8139554,-27.95794221,-92540.80284,266.4617529,105.0344248,89.25191218,5618.072321,0,1,0,,不明,1,1
810.65,810.65,1006,811,13030,13030,3,122.2381602,-28.23929054,-76087.02568,265.8253909,110.3976393,84.55307667,2411.527008,0,1,0,,不明,1,1
810.65,810.65,1006,811,13037,13037,3,122.2380866,-28.23924307,-76132.5666,265.8253909,110.3976393,84.55307667,2367.648397,0,1,0,,不明,1,1
810.65,810.65,1006,811,13044,13044,3,122.2380437,-28.23921254,-76048.52185,265.8253909,110.3976393,84.55307667,2448.061389,0,1,0,,不明,1,1
810.7,810.7,1001,817,13086,13086,3,121.813531,-27.95765958,-92566.47708,266.4627192,105.0328611,89.25086748,5618.624316,0,1,0,,不明,1,1
810.75,810.75,1004,799,13037,13037,3,121.7363869,-27.90457838,-32259.43348,259.747618,148.984351,18.29858143,154.9687152,0,1,0,,不明,1,1
810.75,810.75,1001,817,13079,13079,3,121.8133734,-27.95755459,-92574.90089,266.4630413,105.0323398,89.25051925,5618.155654,0,1,0,,不明,1,1
810.8,810.8,1001,817,13023,13023,3,121.8132155,-27.95744942,-92583.23639,266.4633634,105.0318186,89.25017102,5622.856443,0,1,0,,不明,1,1
810.8,810.8,1004,799,13030,13030,3,121.7362079,-27.90445844,-32250.40597,259.7479439,148.9838242,18.29824583,166.4777065,0,1,0,,不明,1,1
810.8,810.8,1004,799,13044,13044,3,121.7361863,-27.90444367,-32237.64636,259.7479439,148.9838242,18.29824583,176.4520589,0,1,0,,不明,1,1
810.8,810.8,1005,805,13051,13051,3,121.9396921,-28.0413009,-75034.71995,265.1135409,130.4781451,51.86775564,762.158242,0,1,0,,不明,1,1
810.8,810.8,1005,805,13058,13058,3,121.9387283,-28.04053781,-70299.495,265.1135409,130.4781451,51.86775564,5507.857278,0,1,0,,不明,1,1
810.8,810.8,1001,817,13135,13135,3,121.8135362,-27.9577031,-94117.42888,266.4633634,105.0318186,89.25017102,4080.656544,0,1,0,,不明,1,1
810.8,810.8,1001,817,13142,13142,3,121.8131978,-27.95743758,-92583.09797,266.4633634,105.0318186,89.25017102,5623.380798,0,1,0,,不明,1,1
810.95,810.95,1003,781,13023,13023,3,121.3841442,-27.66880018,-61081.78167,245.8307743,43.17438992,166.4427903,977.2523171,0,1,0,,不明,1,1
810.95,810.95,1006,811,13051,13051,3,122.2377318,-28.23903301,-77078.82144,265.8273477,110.3945249,84.5509911,1447.857565,0,1,0,,不明,1,1
810.95,810.95,1005,805,13065,13065,3,121.9382579,-28.04022528,-70321.9596,265.1145137,130.4765798,51.86672099,5507.079984,0,1,0,,不明,1,1
810.95,810.95,1006,811,13058,13058,3,122.2367699,-28.23828457,-72715.39157,265.8273477,110.3945249,84.5509911,5835.012064,0,1,0,,不明,1,1
811,811,1005,805,13023,13023,3,121.9379362,-28.04001141,-70329.72975,265.114838,130.476058,51.8663761,5509.790324,0,1,0,,不明,1,1
811,811,1005,805,13135,13135,3,121.9384644,-28.04041648,-72416.44176,265.114838,130.476058,51.8663761,3414.250377,0,1,0,,不明,1,1
811,811,1005,805,13142,13142,3,121.9382997,-28.04025331,-70329.50799,265.114838,130.476058,51.8663761,5513.821058,0,1,0,,不明,1,1
811.05,811.05,1006,811,13023,13023,3,122.2363747,-28.23802377,-72732.87551,265.8279999,110.3934868,84.5502959,5838.40407,0,1,0,,不明,1,1
811.05,811.05,1006,811,13135,13135,3,122.2365531,-28.23816901,-73789.30216,265.8279999,110.3934868,84.5502959,4779.034006,0,1,0,,不明,1,1
811.05,811.05,1006,811,13142,13142,3,122.23691,-28.23837751,-72729.04414,265.8279999,110.3934868,84.5502959,5844.205246,0,1,0,,不明,1,1
811.1,811.1,1006,811,13065,13065,3,122.2363116,-28.23798232,-72740.70184,265.828326,110.3929677,84.54994831,5833.885739,0,1,0,,不明,1,1
811.1,811.1,1005,805,13086,13086,3,121.9378049,-28.03992437,-70345.06393,265.1154865,130.4750145,51.86568633,5507.119307,0,1,0,,不明,1,1
811.15,811.15,1002,793,13030,13030,3,121.9709876,-28.06092748,-28211.30996,251.3686532,58.94491502,152.7720432,358.8518433,0,1,0,,不明,1,1
811.15,811.15,1002,793,13037,13037,3,121.9710003,-28.06093635,-28229.20427,251.3686532,58.94491502,152.7720432,341.2908139,0,1,0,,不明,1,1
811.15,811.15,1002,793,13044,13044,3,121.9709635,-28.0609111,-28196.28262,251.3686532,58.94491502,152.7720432,373.6860162,0,1,0,,不明,1,1
811.15,811.15,1005,805,13079,13079,3,121.9376739,-28.0398374,-70352.3529,265.1158107,130.4744927,51.86534145,5507.542049,0,1,0,,不明,1,1
811.15,811.15,1006,811,13086,13086,3,122.2361999,-28.23790869,-72748.57558,265.8286522,110.3924486,84.54960071,5834.962597,0,1,0,,不明,1,1
811.2,811.2,1006,811,13079,13079,3,122.2360438,-28.23780572,-72757.10283,265.8289783,110.3919295,84.54925311,5834.749073,0,1,0,,不明,1,1
811.25,811.25,1004,799,13128,13128,3,121.7336732,-27.90265788,-28071.18489,259.750876,148.9790829,18.29522538,4355.599429,0,1,0,,不明,1,1
811.35,811.35,1003,781,13086,13086,3,121.3832229,-27.66818104,-61160.24038,245.8333554,43.17015904,166.4400755,975.7375671,0,1,0,,不明,1,1
811.5,811.5,1003,781,13079,13079,3,121.3828658,-27.66794103,-61189.47643,245.8343233,43.16857246,166.4390574,975.735205,0,1,0,,不明,1,1
811.5,811.5,1004,799,13142,13142,3,121.732769,-27.90203766,-27456.174,259.752505,148.9764488,18.29354735,5003.287728,0,1,0,,不明,1,1
811.55,811.55,1004,799,13023,13023,3,121.732508,-27.90186337,-27464.79724,259.7528308,148.975922,18.29321174,5002.18036,0,1,0,,不明,1,1
811.55,811.55,1004,799,13135,13135,3,121.733536,-27.90264363,-31139.99407,259.7528308,148.975922,18.29321174,1299.564466,0,1,0,,不明,1,1
811.55,811.55,1002,793,13142,13142,3,121.9684832,-28.05914618,-23643.80107,251.3712789,58.94070743,152.7693462,5005.602799,0,1,0,,不明,1,1
811.6,811.6,1001,817,13072,13072,3,121.8108899,-27.95590048,-92719.95516,266.4685168,105.0234786,89.24459921,5616.03506,0,1,0,,不明,1,1
811.6,811.6,1002,793,13135,13135,3,121.9693399,-28.05979543,-26783.68377,251.3716071,58.94018148,152.7690091,1849.979744,0,1,0,,不明,1,1
811.6,811.6,1002,793,13023,13023,3,121.968374,-28.0590738,-23653.05834,251.3716071,58.94018148,152.7690091,5005.367612,0,1,0,,不明,1,1
811.95,811.95,1006,811,13072,13072,3,122.2338104,-28.23633274,-72884.98958,265.8338698,110.3841434,84.54403907,5832.20556,0,1,0,,不明,1,1
812.15,812.15,1001,817,13114,13114,3,121.8105289,-27.95573723,-95733.61644,266.4720595,105.0177447,89.24076852,2610.286615,0,1,0,,不明,1,1
812.2,812.2,1001,817,13093,13093,3,121.8104337,-27.95568032,-95991.0183,266.4723816,105.0172235,89.24042027,2353.718779,0,1,0,,不明,1,1
812.2,812.2,1001,817,13107,13107,3,121.8091616,-27.95474925,-92818.54011,266.4723816,105.0172235,89.24042027,5620.625244,0,1,0,,不明,1,1
812.25,812.25,1006,811,13114,13114,3,122.2339199,-28.23645563,-74842.60612,265.8358264,110.3810289,84.54195342,3864.764129,0,1,0,,不明,1,1
812.3,812.3,1006,811,13093,13093,3,122.2335042,-28.23618913,-75164.05072,265.8361524,110.3805098,84.54160581,3563.35573,0,1,0,,不明,1,1
812.3,812.3,1005,805,13072,13072,3,121.9341945,-28.03752587,-70525.82364,265.1232684,130.4624916,51.85740898,5506.316033,0,1,0,,不明,1,1
812.3,812.3,1006,811,13107,13107,3,122.2328162,-28.23567804,-72983.03812,265.8361524,110.3805098,84.54160581,5793.806484,0,1,0,,不明,1,1
812.4,812.4,1002,793,13058,13058,3,121.9664199,-28.05777791,-23805.08064,251.3768583,58.93176625,152.763615,5004.117003,0,1,0,,不明,1,1
812.4,812.4,1005,805,13114,13114,3,121.9348672,-28.0380401,-73115.7292,265.1239168,130.461448,51.8567192,2861.688686,0,1,0,,不明,1,1
812.45,812.45,1002,793,13051,13051,3,121.9689554,-28.0595827,-28478.77693,251.3771864,58.9312403,152.7632778,210.7501941,0,1,0,,不明,1,1
812.45,812.45,1005,805,13107,13107,3,121.9337604,-28.03725111,-71080.75449,265.124241,130.4609262,51.8563743,4969.976641,0,1,0,,不明,1,1
812.5,812.5,1005,805,13093,13093,3,121.934703,-28.03793685,-73350.96111,265.1245653,130.4604044,51.85602941,2629.225999,0,1,0,,不明,1,1
812.7,812.7,1002,793,13086,13086,3,121.9656566,-28.05727168,-23863.44463,251.3788273,58.92861052,152.7615921,5004.024492,0,1,0,,不明,1,1
812.75,812.75,1002,793,13079,13079,3,121.9655468,-28.05719886,-23871.97789,251.3791555,58.92808456,152.761255,5004.295043,0,1,0,,不明,1,1
812.9,812.9,1004,799,13058,13058,3,121.728358,-27.89909234,-27641.30388,259.7616264,148.9616975,18.28415033,5000.8075,0,1,0,,不明,1,1
812.95,812.95,1004,799,13051,13051,3,121.7324045,-27.90191656,-32312.9089,259.7619521,148.9611707,18.28381472,70.73680268,0,1,0,,不明,1,1
812.95,812.95,1002,793,13065,13065,3,121.9650311,-28.0568569,-23911.44921,251.3804682,58.92598073,152.7599064,5003.948296,0,1,0,,不明,1,1
813.05,813.05,1002,793,13114,13114,3,121.9653545,-28.05711058,-25437.11183,251.3811245,58.92492882,152.7592321,3455.457832,0,1,0,,不明,1,1
813.15,813.15,1006,811,13009,13009,3,122.2325272,-28.23562055,-78152.87945,265.8416956,110.3716852,84.53569638,549.7559103,0,1,0,,不明,1,1
813.15,813.15,1006,811,13016,13016,3,122.2325594,-28.23564251,-78180.02994,265.8416956,110.3716852,84.53569638,520.7429549,0,1,0,,不明,1,1
813.15,813.15,1002,793,13093,13093,3,121.9650685,-28.05692426,-25590.68982,251.3817809,58.9238769,152.7585578,3322.99838,0,1,0,,不明,1,1
813.15,813.15,1002,793,13107,13107,3,121.9645356,-28.05652624,-23870.86277,251.3817809,58.9238769,152.7585578,5086.088951,0,1,0,,不明,1,1
813.2,813.2,1004,799,13086,13086,3,121.7274459,-27.89848328,-27680.06205,259.7635808,148.9585364,18.28213667,5001.011793,0,1,0,,不明,1,1
813.2,813.2,1004,799,13114,13114,3,121.7280948,-27.89896821,-29699.64225,259.7635808,148.9585364,18.28213667,2927.83074,0,1,0,,不明,1,1
813.2,813.2,1004,799,13079,13079,3,121.7274411,-27.89848003,-27680.48536,259.7635808,148.9585364,18.28213667,5000.934812,0,1,0,,不明,1,1
813.3,813.3,1004,799,13093,13093,3,121.7277829,-27.89876217,-29801.10615,259.7642323,148.9574827,18.28146545,2837.268009,0,1,0,,不明,1,1
813.3,813.3,1004,799,13107,13107,3,121.7271299,-27.89826947,-27584.4913,259.7642323,148.9574827,18.28146545,5113.710317,0,1,0,,不明,1,1
813.45,813.45,1006,811,13002,13002,3,122.2311145,-28.23468007,-77898.28602,265.843652,110.3685706,84.53361067,872.7720055,0,1,0,,不明,1,1
813.45,813.45,1006,811,12981,12981,3,122.2322304,-28.23543155,-78432.25382,265.843652,110.3685706,84.53361067,243.6516305,0,1,0,,不明,1,1
813.5,813.5,1006,811,12995,12995,3,122.2293033,-28.23335999,-73144.13489,265.843978,110.3680515,84.53326305,5833.076286,0,1,0,,不明,1,1
813.55,813.55,1006,811,12988,12988,3,122.2291592,-28.23326497,-73153.09716,265.844304,110.3675324,84.53291543,5831.218386,0,1,0,,不明,1,1
813.6,813.6,1001,817,13009,13009,3,121.8079518,-27.95407988,-98175.58247,266.4813986,105.0026279,89.23066914,163.9228858,0,1,0,,不明,1,1
813.6,813.6,1001,817,13016,13016,3,121.808075,-27.95416218,-98177.71907,266.4813986,105.0026279,89.23066914,148.5003589,0,1,0,,不明,1,1
813.6,813.6,1004,799,13065,13065,3,121.7262218,-27.89766587,-27732.40223,259.7661866,148.9543216,18.27945179,5000.935527,0,1,0,,不明,1,1
813.6,813.6,1002,793,13072,13072,3,121.9634254,-28.05579194,-24034.44897,251.3847343,58.91914325,152.7555234,5005.45333,0,1,0,,不明,1,1
813.9,813.9,1001,817,13002,13002,3,121.8058523,-27.95267544,-98069.40135,266.4833307,104.9995003,89.22857956,396.9056361,0,1,0,,不明,1,1
813.9,813.9,1001,817,12995,12995,3,121.8042218,-27.95145855,-93102.13767,266.4833307,104.9995003,89.22857956,5624.217676,0,1,0,,不明,1,1
813.95,813.95,1005,805,13009,13009,3,121.9306045,-28.03526621,-75593.56976,265.1339671,130.4452719,51.84602736,466.3238787,0,1,0,,不明,1,1
813.95,813.95,1005,805,13016,13016,3,121.9306239,-28.03527959,-75613.31398,265.1339671,130.4452719,51.84602736,441.4551068,0,1,0,,不明,1,1
813.95,813.95,1004,799,13072,13072,3,121.7251572,-27.89695493,-27777.31392,259.7684667,148.9506336,18.27710251,5002.427053,0,1,0,,不明,1,1
814.05,814.05,1005,805,12995,12995,3,121.9289096,-28.03401845,-70944.50723,265.1346154,130.4442283,51.84533755,5350.893525,0,1,0,,不明,1,1
814.05,814.05,1005,805,13002,13002,3,121.9299283,-28.03480755,-75262.96967,265.1346154,130.4442283,51.84533755,846.3541162,0,1,0,,不明,1,1
814.25,814.25,1003,781,13072,13072,3,121.3763161,-27.6635386,-61727.30556,245.8520657,43.13948474,166.4203913,976.175343,0,1,0,,不明,1,1
814.3,814.3,1006,811,12917,12917,3,122.2273835,-28.23216143,-75880.25006,265.8491946,110.3597458,84.52770106,3130.700244,0,1,0,,不明,1,1
814.3,814.3,1006,811,12903,12903,3,122.2269715,-28.23182178,-73275.92811,265.8491946,110.3597458,84.52770106,5838.922093,0,1,0,,不明,1,1
814.4,814.4,1006,811,12910,12910,3,122.2269956,-28.23189993,-75686.18003,265.8498466,110.3587076,84.5270058,3356.244948,0,1,0,,不明,1,1
814.4,814.4,1002,793,12995,12995,3,121.9614295,-28.05447074,-24291.91566,251.3899845,58.91072782,152.7501287,4905.890738,0,1,0,,不明,1,1
814.45,814.45,1002,793,13009,13009,3,121.9616549,-28.05469603,-27266.62035,251.3903126,58.91020185,152.7497916,1850.154103,0,1,0,,不明,1,1
814.45,814.45,1002,793,13016,13016,3,121.9616479,-28.05469246,-27310.24578,251.3903126,58.91020185,152.7497916,1808.792399,0,1,0,,不明,1,1
814.45,814.45,1002,793,13002,13002,3,121.9616015,-28.05464279,-26568.11017,251.3903126,58.91020185,152.7497916,2571.07265,0,1,0,,不明,1,1
814.5,814.5,1001,817,12924,12924,3,121.8024605,-27.95028975,-93381.62033,266.4871947,104.9932448,89.22440035,5441.436467,0,1,0,,不明,1,1
814.55,814.55,1005,805,12981,12981,3,121.928162,-28.03364643,-75838.60599,265.1378571,130.43901,51.84188851,283.9726669,0,1,0,,不明,1,1
814.6,814.6,1005,805,12903,12903,3,121.9272435,-28.03290697,-70855.94002,265.1381813,130.4384882,51.8415436,5519.688841,0,1,0,,不明,1,1
814.6,814.6,1005,805,12917,12917,3,121.927415,-28.03306804,-72682.04393,265.1381813,130.4384882,51.8415436,3632.886698,0,1,0,,不明,1,1
814.65,814.65,1005,805,12910,12910,3,121.9272216,-28.03293224,-72407.85204,265.1385054,130.4379663,51.84119869,3925.926398,0,1,0,,不明,1,1
814.65,814.65,1001,817,12917,12917,3,121.8022833,-27.95024291,-96151.16834,266.4881606,104.991681,89.22335554,2585.078194,0,1,0,,不明,1,1
814.65,814.65,1001,817,12903,12903,3,121.8020429,-27.95000686,-93223.97535,266.4881606,104.991681,89.22335554,5625.222748,0,1,0,,不明,1,1
814.65,814.65,1004,799,12995,12995,3,121.723024,-27.89553324,-27983.33481,259.7730265,148.9432575,18.27240394,4892.474493,0,1,0,,不明,1,1
814.65,814.65,1004,799,13002,13002,3,121.7231474,-27.89566989,-30126.27971,259.7730265,148.9432575,18.27240394,2683.294828,0,1,0,,不明,1,1
814.7,814.7,1001,817,12910,12910,3,121.8020612,-27.95008892,-95930.51352,266.4884826,104.9911597,89.22300727,2838.544666,0,1,0,,不明,1,1
814.7,814.7,1004,799,13009,13009,3,121.7230429,-27.89561798,-30840.37377,259.7733522,148.9427306,18.27206833,1958.224338,0,1,0,,不明,1,1
814.7,814.7,1004,799,13016,13016,3,121.7230344,-27.89561318,-30876.14712,259.7733522,148.9427306,18.27206833,1922.13041,0,1,0,,不明,1,1
814.7,814.7,1005,805,12988,12988,3,121.9269428,-28.03270757,-70887.1179,265.1388296,130.4374445,51.84085379,5505.739429,0,1,0,,不明,1,1
814.75,814.75,1001,817,12981,12981,3,121.8026912,-27.95057201,-98347.12345,266.4888046,104.9906384,89.22265899,56.31981222,0,1,0,,不明,1,1
814.75,814.75,1002,793,12981,12981,3,121.9607107,-28.05407552,-27568.64233,251.3922814,58.90704604,152.7477685,1605.356874,0,1,0,,不明,1,1
814.85,814.85,1006,811,12974,12974,3,122.2253565,-28.23075666,-73375.78325,265.8527807,110.3540356,84.52387712,5830.838411,0,1,0,,不明,1,1
814.85,814.85,1002,793,12988,12988,3,121.9603008,-28.05371961,-24279.04498,251.3929376,58.9059941,152.7470942,5006.596259,0,1,0,,不明,1,1
814.85,814.85,1006,811,12938,12938,3,122.2253555,-28.23075585,-73371.63464,265.8527807,110.3540356,84.52387712,5831.815685,0,1,0,,不明,1,1
814.9,814.9,1006,811,12931,12931,3,122.2252085,-28.2306588,-73377.16799,265.8531068,110.3535164,84.52352949,5832.232895,0,1,0,,不明,1,1
815,815,1004,799,12981,12981,3,121.7219247,-27.89487461,-31022.17187,259.7753063,148.9395694,18.27005465,1819.419197,0,1,0,,不明,1,1
815.1,815.1,1004,799,12988,12988,3,121.7216576,-27.89461794,-27932.88661,259.7759577,148.9385156,18.26938342,5003.698927,0,1,0,,不明,1,1
815.15,815.15,1002,793,12974,12974,3,121.9595436,-28.05321721,-24331.07228,251.3949063,58.90283828,152.7450711,5011.61076,0,1,0,,不明,1,1
815.15,815.15,1001,817,12988,12988,3,121.800589,-27.94903865,-93323.73744,266.4913804,104.986468,89.21987279,5614.024747,0,1,0,,不明,1,1
815.15,815.15,1002,793,12931,12931,3,121.9595462,-28.05321894,-24331.55069,251.3949063,58.90283828,152.7450711,5011.234986,0,1,0,,不明,1,1
815.15,815.15,1002,793,12938,12938,3,121.9595665,-28.05323255,-24336.93269,251.3949063,58.90283828,152.7450711,5010.221568,0,1,0,,不明,1,1
815.3,815.3,1004,799,12931,12931,3,121.7209857,-27.89416885,-27948.11472,259.7772604,148.9364081,18.26804097,5010.466046,0,1,0,,不明,1,1
815.3,815.3,1005,805,12938,12938,3,121.925134,-28.03150569,-70978.65574,265.1427193,130.4311825,51.83671488,5507.096835,0,1,0,,不明,1,1
815.3,815.3,1004,799,12938,12938,3,121.7210968,-27.89424361,-27964.83611,259.7772604,148.9364081,18.26804097,5006.353255,0,1,0,,不明,1,1
815.3,815.3,1005,805,12974,12974,3,121.9251269,-28.03150092,-70977.30618,265.1427193,130.4311825,51.83671488,5507.3554,0,1,0,,不明,1,1
815.3,815.3,1004,799,12974,12974,3,121.7210285,-27.89419762,-27953.77002,259.7772604,148.9364081,18.26804097,5009.037014,0,1,0,,不明,1,1
815.35,815.35,1005,805,12931,12931,3,121.9249803,-28.03140351,-70985.60138,265.1430435,130.4306606,51.83636997,5507.10701,0,1,0,,不明,1,1
815.65,815.65,1001,817,12938,12938,3,121.799158,-27.94808536,-93410.65064,266.4946,104.981255,89.21639,5614.517739,0,1,0,,不明,1,1
815.65,815.65,1001,817,12974,12974,3,121.7991308,-27.94806709,-93408.18515,266.4946,104.981255,89.21639,5615.162961,0,1,0,,不明,1,1
815.7,815.7,1001,817,12931,12931,3,121.798974,-27.9479626,-93415.81355,266.494922,104.9807337,89.21604172,5615.318127,0,1,0,,不明,1,1
818.65,818.65,1003,781,13065,13065,3,121.3658628,-27.65651085,-62582.9589,245.880445,43.09294293,166.3905196,975.9018416,0,1,0,,不明,1,1
819.45,819.45,1003,781,13051,13051,3,121.3638908,-27.65520846,-63673.36641,245.8856038,43.0844806,166.3850876,44.72481877,0,1,0,,不明,1,1
819.5,819.5,1003,781,13058,13058,3,121.363841,-27.65515141,-62748.60978,245.8859262,43.0839517,166.3847481,976.0215486,0,1,0,,不明,1,1
819.65,819.65,1003,781,13030,13030,3,121.3634673,-27.65491429,-63335.60181,245.8868934,43.082365,166.3837296,417.4863552,0,1,0,,不明,1,1
819.65,819.65,1003,781,13037,13037,3,121.3634649,-27.65491294,-63347.39075,245.8868934,43.082365,166.3837296,406.0610237,0,1,0,,不明,1,1
819.7,819.7,1003,781,13044,13044,3,121.3633501,-27.6548352,-63334.46022,245.8872158,43.08183611,166.3833901,427.882416,0,1,0,,不明,1,1
820.2,820.2,1001,817,13037,13037,3,121.786148,-27.93950446,-97592.60196,266.5238919,104.9338142,89.18469429,2209.235998,0,1,0,,不明,1,1
820.25,820.25,1001,817,13030,13030,3,121.7860203,-27.93941847,-97565.97567,266.5242137,104.9332929,89.18434597,2246.881163,0,1,0,,不明,1,1
820.25,820.25,1001,817,13044,13044,3,121.7860259,-27.93942143,-97533.85365,266.5242137,104.9332929,89.18434597,2278.920004,0,1,0,,不明,1,1
820.4,820.4,1005,805,13030,13030,3,121.9101248,-28.02163232,-75706.87695,265.1757739,130.3779511,51.80153253,1551.522557,0,1,0,,不明,1,1
820.4,820.4,1001,817,13058,13058,3,121.7853099,-27.93885753,-94215.62853,266.5251791,104.9317288,89.18330098,5613.250393,0,1,0,,不明,1,1
820.4,820.4,1005,805,13037,13037,3,121.9101256,-28.02163365,-75740.41772,265.1757739,130.3779511,51.80153253,1518.311049,0,1,0,,不明,1,1
820.4,820.4,1001,817,13051,13051,3,121.7858003,-27.93929929,-98638.97845,266.5251791,104.9317288,89.18330098,1186.255111,0,1,0,,不明,1,1
820.45,820.45,1005,805,13044,13044,3,121.9099726,-28.02153038,-75685.66067,265.1760979,130.3774292,51.80118759,1579.788381,0,1,0,,不明,1,1
820.5,820.5,1001,817,13065,13065,3,121.7850296,-27.93867069,-94233.07493,266.5258228,104.9306861,89.18260432,5613.101009,0,1,0,,不明,1,1
820.6,820.6,1006,811,13030,13030,3,122.209012,-28.22006169,-77764.68365,265.8902619,110.294333,84.48389618,2404.761322,0,1,0,,不明,1,1
820.6,820.6,1006,811,13044,13044,3,122.2090975,-28.22011731,-77729.32777,265.8902619,110.294333,84.48389618,2441.807194,0,1,0,,不明,1,1
820.6,820.6,1006,811,13037,13037,3,122.2089515,-28.22002285,-77810.52916,265.8902619,110.294333,84.48389618,2361.258963,0,1,0,,不明,1,1
820.65,820.65,1004,799,13037,13037,3,121.706025,-27.88430129,-33569.73552,259.8120994,148.880027,18.23212967,147.0829597,0,1,0,,不明,1,1
820.65,820.65,1001,817,13086,13086,3,121.7845994,-27.93838401,-94259.13664,266.5267882,104.929122,89.18155933,5613.401815,0,1,0,,不明,1,1
820.7,820.7,1004,799,13030,13030,3,121.7058563,-27.88418817,-33560.26341,259.812425,148.8795,18.23179404,158.121268,0,1,0,,不明,1,1
820.7,820.7,1001,817,13079,13079,3,121.7844413,-27.93827866,-94267.67629,266.52711,104.9286006,89.181211,5612.809411,0,1,0,,不明,1,1
820.7,820.7,1004,799,13044,13044,3,121.7058402,-27.8841771,-33547.06923,259.812425,148.8795,18.23179404,167.7173208,0,1,0,,不明,1,1
820.75,820.75,1001,817,13023,13023,3,121.7841846,-27.93810733,-94274.49924,266.5274318,104.9280793,89.18086267,5616.878807,0,1,0,,不明,1,1
820.75,820.75,1005,805,13051,13051,3,121.9095629,-28.02127959,-76546.24936,265.1780418,130.3742977,51.79911795,748.4152738,0,1,0,,不明,1,1
